"","MAJOR_MARKET_CODE_C","ROOM_NUM_C","ROOM_TYPE_CODE_C","CHECK_IN_DATE_C","LENGTH_OF_STAY_C","ADULT_NUM_C","POV_CODE_C","PMS_ROOM_REV_USD_C","PMS_FOOD_BEVERAGE_REV_USD_C","RESERVATION_STATUS_R","MAJOR_MARKET_CODE_R","GUEST_COUNTRY_R","MEMBER_STATUS_R","PAST_VS_FUTURE_R","REVENUE_USD_R","Gender_H","Age_Range_H","Guest_Room_H","Tranquility_H","Condition_Hotel_H","Customer_SVC_H","Staff_Cared_H","Internet_Sat_H","Check_In_H","F.B_Overall_Experience_H","City_PL","State_PL","Guest.NPS.Goal_PL","Brand_PL","Club.Type_PL","Hotel.Inventory_PL","Floors_PL","Union_PL","Relationship_PL","All.Suites_PL","Bell.Staff_PL","Boutique_PL","Business.Center_PL","Casino_PL","Conference_PL","Convention_PL","Dry.Cleaning_PL","Elevators_PL","Fitness.Center_PL","Fitness.Trainer_PL","Golf_PL","Indoor.Corridors_PL","Laundry_PL","Limo.Service_PL","Mini.Bar_PL","Pool.Indoor_PL","Pool.Outdoor_PL","Regency.Grand.Club_PL","Resort_PL","Restaurant_PL","Self.Parking_PL","Shuttle.Service_PL","Ski_PL","Spa_PL","Spa.services.in.fitness.center_PL","Spa.online.booking_PL","Spa.F.B.offering_PL","Valet.Parking_PL","Booking_Channel","NPS_Type"
"3786","CONTRACT","0515","DDBL","2014-03-24",4,1,"BUSINESS",372,0,"CONFRM","CONVENTION","UNITED STATES","","Future",372,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Hauppauge","New York",41,"Hyatt Regency","",357,10,"No","Franchised","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","Y","N","N","Y","Y","Y","N","N","N","","","N","Hotel",""
"3787","","1063","BUSD","2014-03-31",1,2,"BUSINESS",145,0,"SHARE","CONVENTION","UNITED STATES","","Future",145,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Orlando","Florida",71,"Hyatt Regency","",446,10,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"3788","","0224","QNQN","2014-03-13",3,1,"BUSINESS",357,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",357,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Mishawaka","Indiana",71,"Hyatt Place","",121,4,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Global Contact Center",""
"3789","TRANSIENT","409","KING","2014-03-26",1,1,"BUSINESS",179,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",179,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Gilbert","Arizona",70,"Hyatt Place","",127,6,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","Global Contact Center",""
"3790","TRANSIENT","703","KING","2014-03-15",1,2,"LEISURE",76.08,34.78,"CONFRM","TRANSIENT","INDIA","","Future",87.78,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Pune","",67,"Hyatt Regency","Regency Club",222,6,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","Y","N","Y","","Y","N","Y","Digital Channels",""
"3791","TRANSIENT","1201","RM01","2014-03-31",1,1,"BUSINESS",180,13.5,"CONFRM","TRANSIENT","UNITED STATES","Diamond","Future",180,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Wichita","Kansas",49,"Hyatt Regency","",303,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"3792","TRANSIENT","1105","CLBK","2014-03-10",3,1,"BUSINESS",1288.47,190.5,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",1288.47,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Washington","District of Columbia",53,"Hyatt Regency","Regency Club",834,11,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","Y","N","Y","N","Y","N","N","N","N","N","","","Y","Global Contact Center",""
"3793","CONVENTION","0834","QUEN","2014-02-28",4,1,"BUSINESS",1154,0,"CONFRM","CONVENTION","UNITED STATES","","Future",1005,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Washington","District of Columbia",47,"Grand Hyatt","Grand Club",888,12,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","Y","Y","","","Y","Hotel",""
"3794","TRANSIENT","2110","KING","2014-03-02",4,1,"BUSINESS",556,78.54,"CONFRM","TRANSIENT","","","Future",695,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Old Greenwich","Connecticut",64,"Hyatt Regency","Regency Club",373,4,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","N","Y","N","Y","Y","Y","N","N","","N","N","Y","GDS",""
"3795","TRANSIENT","0256","KING","2014-03-19",2,1,"BUSINESS",570.9,196.67,"CONFRM","TRANSIENT","","","Future",617.01,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Canberra","",59,"Park Hyatt","",249,4,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","Y","","","Y","GDS",""
"3796","TRANSIENT","1476","DDBL","2014-03-08",1,2,"BUSINESS",51,30.82,"CONFRM","TRANSIENT","","","Past",51,"","",NA,NA,NA,NA,NA,NA,NA,NA,"St. Louis","Missouri",52,"Hyatt Regency","Regency Club",910,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","Opaque",""
"3797","TRANSIENT","317","QNQN","2014-03-17",3,1,"BUSINESS",237,22.25,"CONFRM","TRANSIENT","","","Past",316,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Lexington","Kentucky",71,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","N","N","N","N","","","N","Internet",""
"3798","TRANSIENT","0726","VW1K","2014-03-09",1,1,"BUSINESS",90.46,7,"CANCEL","TRANSIENT","UNITED STATES","Platinum","Past",99,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Savannah","Georgia",43,"Hyatt Regency","",350,6,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","N","","","Y","GDS",""
"3799","TRANSIENT","1125","QNQN","2014-03-25",3,1,"BUSINESS",747,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",747,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Austin","Texas",72,"Hyatt Place","",296,17,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Global Contact Center",""
"3800","TRANSIENT","524","DDBL","2014-03-25",3,1,"BUSINESS",324,14.75,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",324,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Austin","Texas",61,"Hyatt Place","",120,5,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","N","N","N","N","","","N","GDS",""
"3801","CONVENTION","1018","CDVK","2014-03-18",4,1,"BUSINESS",364.66,-0.0399,"CONFRM","CONVENTION","INDIA","","Past",312.87,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Chennai","",49,"Hyatt Regency","Regency Club",327,12,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Digital Channels",""
"3802","","0711","KING","2014-03-02",2,2,"BUSINESS",0,0,"SHARE","CONVENTION","UNITED STATES","","Future",242,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Minneapolis","Minnesota",49,"Hyatt Regency","Regency Club",533,24,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","N","N","Y","N","Y","N","Y","Y","Y","N","N","Y","","","Y","Digital Channels",""
"3803","","2562","GRXK","2014-03-17",3,1,"BUSINESS",1017,0,"CONFRM","CONVENTION","UNITED STATES","","Future",1017,"","",NA,NA,NA,NA,NA,NA,NA,NA,"New York","New York",40,"Grand Hyatt","Grand Club",1311,35,"Yes","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","Hotel",""
"3804","TRANSIENT","0412","TWIN","2014-03-02",4,2,"BUSINESS",1072,332.5,"CONFRM","TRANSIENT","JAPAN","","Future",1072,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Tumon","",35,"Hyatt Regency","Regency Club",455,15,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","Y","","Y","N","Y","Hotel",""
"3805","TRANSIENT","0311","KNGT","2014-03-20",2,2,"BUSINESS",418,2,"CONFRM","TRANSIENT","","","Future",418,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Fort Worth","Texas",67,"Hyatt Place","",101,5,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","GDS",""
"3806","TRANSIENT","0239","BALK","2014-03-24",2,1,"BUSINESS",638,33,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",638,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Princeton","New Jersey",40,"Hyatt Regency","",348,4,"No","Franchised","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","N","Y","N","Y","Y","N","N","Y","Y","Y","N","N","N","","","Y","Digital Channels",""
"3807","TRANSIENT","519","KING","2014-03-15",5,1,"LEISURE",595,0,"CONFRM","TRANSIENT","","","Future",714,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Lombard","Illinois",60,"Hyatt Place","",151,6,"No","Managed","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","Y","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","GDS",""
"3808","TRANSIENT","326","KING","2014-03-02",1,2,"BUSINESS",49,0,"CONFRM","TRANSIENT","","","Past",49,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Jacksonville","Florida",58,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Opaque",""
"3809","TRANSIENT","0502","KING","2014-03-27",3,2,"BUSINESS",591.12,134,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",657,"Male","56-65",9,9,10,9,9,NA,10,9,"San Antonio","Texas",58,"Hyatt Regency","",632,11,"No","Owned","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Digital Channels","Promoter"
"3810","TRANSIENT","1624","QUEN","2014-03-03",1,1,"LEISURE",96.62,19.98,"CONFRM","TRANSIENT","JAPAN","","Future",131.69,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Suminoe-Ku","",45,"Hyatt Regency","Regency Club",500,18,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","","Y","N","N","Hotel",""
"3811","TRANSIENT","0422","DDBL","2014-03-15",6,1,"LEISURE",774,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",774,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Memphis","Tennessee",61,"Hyatt Place","",126,6,"No","Owned","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Digital Channels",""
"3812","","401","KING","2014-03-25",1,1,"BUSINESS",91,0,"CONFRM","CONVENTION","UNITED STATES","Gold","Future",91,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Atlanta","Georgia",62,"Hyatt Place","",150,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Global Contact Center",""
"3813","TRANSIENT","0409","KING","2014-03-12",1,2,"BUSINESS",98.4,0,"CONFRM","TRANSIENT","","","Future",98.4,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Louisville","Kentucky",62,"Hyatt Place","",121,5,"No","Owned","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Internet",""
"3814","TRANSIENT","503","KING","2014-03-07",1,3,"BUSINESS",43.48,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",43.48,"Female","26-35",8,NA,10,10,NA,NA,NA,NA,"Austin","Texas",46,"Hyatt Place","",127,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Digital Channels","Promoter"
"3815","TRANSIENT","0706","1VWK","2014-03-19",1,1,"BUSINESS",299,27.2,"CONFRM","TRANSIENT","","","Past",299,"Male","46-55",10,10,10,10,10,NA,10,10,"Austin","Texas",48,"Hyatt","",189,4,"No","Owned","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","GDS","Promoter"
"3816","","0554","VW1D","2014-03-05",3,1,"BUSINESS",756,0,"CONFRM","CONVENTION","UNITED STATES","","Future",756,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Orlando","Florida",60,"Hyatt Regency","Regency Club",750,18,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","Y","N","","","Y","Digital Channels",""
"3817","","0737","VW1K","2014-03-20",3,1,"BUSINESS",676,53.75,"CONFRM","CONVENTION","UNITED STATES","","Future",845,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Orlando","Florida",60,"Hyatt Regency","Regency Club",750,18,"No","Owned","N","Y","N","Y","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","Y","Y","N","Y","N","","","Y","Digital Channels",""
"3818","TRANSIENT","0323","KING","2014-03-07",1,1,"BUSINESS",89,0,"CONFRM","TRANSIENT","UNITED STATES","Gold","Future",89,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Indianapolis","Indiana",69,"Hyatt Place","",124,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","N","","","","","","","N","N","","","N","N","","","","","Digital Channels",""
"3819","TRANSIENT","7093","KING","2014-03-27",1,1,"BUSINESS",183.2,0,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Past",183.2,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Orlando","Florida",71,"Hyatt Regency","",446,10,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","Y","Y","N","N","N","N","","","Y","Digital Channels",""
"3820","TRANSIENT","0809","DDBL","2014-03-10",1,2,"BUSINESS",139,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",139,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Rochester","New York",40,"Hyatt Regency","",336,25,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","Y","Y","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","","N","N","Y","Global Contact Center",""
"3821","TRANSIENT","0319","BUSK","2014-03-01",1,1,"BUSINESS",129.6,0,"CONFRM","TRANSIENT","","","Past",129.6,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Westlake Village","California",38,"Hyatt","",262,5,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","Y","Y","N","N","N","","N","N","Y","GDS",""
"3822","TRANSIENT","0925","KING","2014-03-11",1,1,"BUSINESS",160.3,46.59,"CONFRM","TRANSIENT","","","Future",159.31,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Bangkok","",56,"Grand Hyatt","Grand Club",380,15,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","","Y","Y","Y","GDS",""
"3823","CONVENTION","0902","ADDT","2014-03-28",4,1,"BUSINESS",1316,0,"CONFRM","CONVENTION","UNITED STATES","","Future",1316,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Washington","District of Columbia",47,"Grand Hyatt","Grand Club",888,12,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","Y","Y","","","Y","Digital Channels",""
"3824","TRANSIENT","1167","DDBL","2014-03-12",1,1,"BUSINESS",224,0,"CONFRM","TRANSIENT","","","Future",224,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Washington","District of Columbia",47,"Grand Hyatt","Grand Club",888,12,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","Y","N","Y","Y","Y","N","Y","N","Y","N","Y","Y","N","N","Y","Y","","","Y","GDS",""
"3825","TRANSIENT","0437","QDHA","2014-03-06",2,1,"BUSINESS",288,0,"CONFRM","TRANSIENT","UNITED STATES","","Past",288,"Female","36-45",10,NA,10,10,NA,NA,NA,NA,"Lincoln","Illinois",NA,"Hyatt Place","",111,7,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Hotel","Promoter"
"3826","","0810","CLBK","2014-03-16",4,1,"BUSINESS",1184.98,63.75,"CONFRM","CONVENTION","UNITED STATES","","Future",1444.17,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Perth","",51,"Hyatt Regency","Regency Club",367,10,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","N","","","Y","Digital Channels",""
"3827","TRANSIENT","0662","AFRM","2014-03-24",1,1,"LEISURE",188.1,22,"CONFRM","TRANSIENT","UNITED STATES","","Past",188.1,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Savannah","Georgia",43,"Hyatt Regency","",350,6,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","N","","","Y","Hotel",""
"3828","TRANSIENT","0131","KING","2014-03-09",1,1,"BUSINESS",142,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",142,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Dania Beach","Florida",67,"Hyatt Place","",149,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"3829","TRANSIENT","0310","DLXQ","2014-03-22",3,2,"BUSINESS",1391.51,0,"CONFRM","TRANSIENT","AZERBAIJAN","","Past",766.05,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Paris","",-7,"Hyatt Regency","Regency Club",950,33,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Internet",""
"3830","TRANSIENT","6012","VW2D","2014-03-25",2,2,"BUSINESS",457.78,10.9,"CONFRM","TRANSIENT","","","Future",457.78,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Burlingame","California",47,"Hyatt Regency","Regency Club",789,9,"Yes","Managed","N","Y","N","N","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","Y","N","Y","Y","Y","N","N","N","","","Y","Internet",""
"3831","TRANSIENT","1428","KING","2014-03-26",1,1,"BUSINESS",270.43,6.27,"CONFRM","TRANSIENT","","","Past",280.72,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Toronto","Ontario",37,"Hyatt Regency","",394,20,"Yes","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","N","N","Y","Y","N","N","N","N","","","N","GDS",""
"3832","TRANSIENT","1614","CLUB","2014-03-13",3,2,"BUSINESS",901.8,89,"CONFRM","TRANSIENT","","","Future",901.8,"","",NA,NA,NA,NA,NA,NA,NA,NA,"San Francisco","California",42,"Hyatt Regency","Regency Club",805,17,"Yes","Leased","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","N","Y","N","Y","N","N","N","N","N","","","Y","GDS",""
"3833","","0308","KING","2014-03-20",1,1,"BUSINESS",52,0,"CONFRM","CONVENTION","UNITED STATES","","Future",52,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Portland","Oregon",68,"Hyatt Place","",136,4,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"3834","TRANSIENT","525","KING","2014-03-22",3,2,"BUSINESS",345,2.5,"CONFRM","TRANSIENT","","","Future",345,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Miami","Florida",51,"Hyatt Place","",124,6,"No","Franchised","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Opaque",""
"3835","TRANSIENT","0613","DDBL","2014-03-18",1,2,"BUSINESS",100,0,"CONFRM","TRANSIENT","","","Future",100,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Indianapolis","Indiana",62,"Hyatt Place","",134,6,"No","Managed","Y","","N","","N","N","N","","","","","N","Y","","","","","","","N","N","","","N","N","","","","","Internet",""
"3836","TRANSIENT","304","KING","2014-03-09",5,1,"BUSINESS",675,5,"CONFRM","TRANSIENT","","","Future",675,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Garden City","New York",62,"Hyatt Place","",122,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","N","","","N","GDS",""
"3837","TRANSIENT","3410","KING","2014-03-19",1,1,"BUSINESS",319,79,"CONFRM","TRANSIENT","UNITED STATES","Platinum","Future",319,"","",NA,NA,NA,NA,NA,NA,NA,NA,"New York","New York",NA,"Hyatt","",487,54,"Yes","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Global Contact Center",""
"3838","TRANSIENT","2317","VW1K","2014-03-06",3,1,"LEISURE",814.62,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",852,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Seattle","Washington",68,"Grand Hyatt","Grand Club",425,28,"No","Managed","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Digital Channels",""
"3839","TRANSIENT","1515","KING","2014-03-19",1,1,"BUSINESS",153.92,0,"CONFRM","TRANSIENT","GERMANY","Diamond","Future",185.58,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Birmingham","",59,"Hyatt Regency","Regency Club",319,24,"No","Owned","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Global Contact Center",""
"3840","TRANSIENT","1962","DDBL","2014-03-27",2,3,"BUSINESS",422.96,75,"CONFRM","TRANSIENT","NETHERLANDS","","Past",422.96,"","",NA,NA,NA,NA,NA,NA,NA,NA,"San Diego","California",62,"Grand Hyatt","Grand Club",1625,40,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","N","N","N","Y","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Internet",""
"3841","TRANSIENT","930","RGSK","2014-03-14",1,1,"BUSINESS",0,53.41,"CONFRM","TRANSIENT","UNITED STATES","Diamond","Past",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"London","",56,"Hyatt Regency","Regency Club",445,8,"No","Managed","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","GDS",""
"3842","","1834","CORN","2014-03-27",1,1,"BUSINESS",99,0,"CONFRM","CONVENTION","UNITED STATES","","Future",99,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Columbus","Ohio",48,"Hyatt Regency","",631,20,"No","Managed","N","","N","","N","N","Y","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Global Contact Center",""
"3843","TRANSIENT","1251","KING","2014-03-24",1,1,"BUSINESS",235.13,0,"CONFRM","TRANSIENT","AUSTRALIA","","Future",258.29,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Melbourne","",67,"Park Hyatt","",240,11,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","Y","N","Y","N","Y","Y","N","N","Y","","Y","Y","Y","Internet",""
"3844","TRANSIENT","0525","KING","2014-03-16",1,1,"BUSINESS",176.41,31.99,"CONFRM","TRANSIENT","","","Future",194.31,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Perth","",51,"Hyatt Regency","Regency Club",367,10,"No","Managed","N","Y","N","Y","N","N","Y","Y","Y","Y","N","N","Y","Y","Y","Y","N","Y","Y","N","Y","Y","Y","N","Y","N","","","Y","GDS",""
"3845","","0515","DDBL","2014-03-20",2,1,"BUSINESS",176,0,"CONFRM","CONVENTION","UNITED STATES","","Future",176,"","",NA,NA,NA,NA,NA,NA,NA,NA,"San Jose","California",38,"Hyatt Place","",234,9,"No","Franchised","N","","N","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","N","","","","","Hotel",""
"3846","TRANSIENT","252","KING","2014-03-17",2,1,"BUSINESS",865.29,0,"CONFRM","TRANSIENT","","","Future",1043.48,"","",NA,NA,NA,NA,NA,NA,NA,NA,"London","",64,"Andaz","",267,6,"No","Owned","N","Y","Y","Y","N","N","N","Y","Y","Y","Y","N","Y","Y","Y","Y","N","N","N","N","Y","N","N","N","N","","N","N","Y","GDS",""
"3847","TRANSIENT","1006","DLXN","2014-03-31",2,1,"BUSINESS",278,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",278,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Charlotte","North Carolina",77,"Hyatt House","",163,17,"No","Managed","N","Y","N","Y","N","N","N","Y","Y","Y","N","N","Y","Y","Y","N","N","Y","N","N","N","N","N","N","N","N","","","Y","Hotel",""
"3848","","517","KING","2014-03-09",2,2,"BUSINESS",190.4,0,"CONFRM","TRANSIENT","UNITED STATES","","Future",190.4,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Uncasville","Connecticut",76,"Hyatt Place","",176,6,"No","Franchised","Y","N","N","Y","N","N","N","N","Y","Y","N","N","Y","N","N","N","Y","N","N","N","N","Y","Y","N","N","N","","","N","Digital Channels",""
"3849","","212","KNGT","2014-03-14",1,1,"BUSINESS",69,0,"CONFRM","CONVENTION","UNITED STATES","","Future",276,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Grapevine","Texas",66,"Hyatt Place","",124,6,"No","Franchised","Y","N","N","Y","N","N","N","Y","Y","Y","N","N","Y","N","N","N","N","Y","N","N","N","Y","Y","N","N","N","","","N","Hotel",""
"3850","TRANSIENT","0333","KING","2014-03-04",27,1,"LEISURE",0,226647.5,"CONFRM","TRANSIENT","UNITED STATES","","Past",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"Península Papagayo","",65,"Andaz","",153,3,"No","Managed","N","","Y","","N","N","N","","","","","N","Y","","","","","","","N","Y","","","N","Y","","","","","Hotel",""
